,wind_speed_coef,pick_period in_coef,Avg_wave_period_coef
0,0.6362122513040813,0.19038350675939217,0.6367226465961889
1,0.6362122513040813,0.19038350675939217,0.6367226465961889
2,0.6362122513040813,0.19038350675939217,0.6367226465961889
3,0.6362122513040813,0.19038350675939217,0.6367226465961889
4,0.6362122513040813,0.19038350675939217,0.6367226465961889
5,0.6362122513040813,0.19038350675939217,0.6367226465961889
6,0.6362122513040813,0.19038350675939217,0.6367226465961889
7,0.6362122513040813,0.19038350675939217,0.6367226465961889
8,0.6362122513040813,0.19038350675939217,0.6367226465961889
9,0.6362122513040813,0.19038350675939217,0.6367226465961889
10,0.6362122513040813,0.19038350675939217,0.6367226465961889
11,0.6362122513040813,0.19038350675939217,0.6367226465961889
12,0.6362122513040813,0.19038350675939217,0.6367226465961889
13,0.6362122513040813,0.19038350675939217,0.6367226465961889
14,0.6362122513040813,0.19038350675939217,0.6367226465961889
15,0.6362122513040813,0.19038350675939217,0.6367226465961889
16,0.6362122513040813,0.19038350675939217,0.6367226465961889
17,0.6362122513040813,0.19038350675939217,0.6367226465961889
18,0.6362122513040813,0.19038350675939217,0.6367226465961889
19,0.6362122513040813,0.19038350675939217,0.6367226465961889
20,0.6362122513040813,0.19038350675939217,0.6367226465961889
21,0.6362122513040813,0.19038350675939217,0.6367226465961889
22,0.6362122513040813,0.19038350675939217,0.6367226465961889
23,0.6362122513040813,0.19038350675939217,0.6367226465961889
24,0.6362122513040813,0.19038350675939217,0.6367226465961889
25,0.6362122513040813,0.19038350675939217,0.6367226465961889
26,0.6362122513040813,0.19038350675939217,0.6367226465961889
27,0.6362122513040813,0.19038350675939217,0.6367226465961889
28,0.6362122513040813,0.19038350675939217,0.6367226465961889
29,0.6362122513040813,0.19038350675939217,0.6367226465961889
30,0.6362122513040813,0.19038350675939217,0.6367226465961889
31,0.6362122513040813,0.19038350675939217,0.6367226465961889
32,0.6362122513040813,0.19038350675939217,0.6367226465961889
33,0.6362122513040813,0.19038350675939217,0.6367226465961889
34,0.6362122513040813,0.19038350675939217,0.6367226465961889
35,0.6362122513040813,0.19038350675939217,0.6367226465961889
36,0.6362122513040813,0.19038350675939217,0.6367226465961889
37,0.6362122513040813,0.19038350675939217,0.6367226465961889
38,0.6362122513040813,0.19038350675939217,0.6367226465961889
39,0.6362122513040813,0.19038350675939217,0.6367226465961889
40,0.6362122513040813,0.19038350675939217,0.6367226465961889
41,0.6362122513040813,0.19038350675939217,0.6367226465961889
42,0.6362122513040813,0.19038350675939217,0.6367226465961889
43,0.6362122513040813,0.19038350675939217,0.6367226465961889
44,0.6362122513040813,0.19038350675939217,0.6367226465961889
45,0.6362122513040813,0.19038350675939217,0.6367226465961889
46,0.6362122513040813,0.19038350675939217,0.6367226465961889
47,0.6362122513040813,0.19038350675939217,0.6367226465961889
48,0.6362122513040813,0.19038350675939217,0.6367226465961889
49,0.6362122513040813,0.19038350675939217,0.6367226465961889
50,0.6362122513040813,0.19038350675939217,0.6367226465961889
51,0.6362122513040813,0.19038350675939217,0.6367226465961889
52,0.6362122513040813,0.19038350675939217,0.6367226465961889
53,0.6362122513040813,0.19038350675939217,0.6367226465961889
54,0.6362122513040813,0.19038350675939217,0.6367226465961889
55,0.6362122513040813,0.19038350675939217,0.6367226465961889
56,0.6362122513040813,0.19038350675939217,0.6367226465961889
57,0.6362122513040813,0.19038350675939217,0.6367226465961889
58,0.6362122513040813,0.19038350675939217,0.6367226465961889
59,0.6362122513040813,0.19038350675939217,0.6367226465961889
60,0.6362122513040813,0.19038350675939217,0.6367226465961889
61,0.6362122513040813,0.19038350675939217,0.6367226465961889
62,0.6362122513040813,0.19038350675939217,0.6367226465961889
63,0.6362122513040813,0.19038350675939217,0.6367226465961889
64,0.6362122513040813,0.19038350675939217,0.6367226465961889
65,0.6362122513040813,0.19038350675939217,0.6367226465961889
66,0.6362122513040813,0.19038350675939217,0.6367226465961889
67,0.6362122513040813,0.19038350675939217,0.6367226465961889
68,0.6362122513040813,0.19038350675939217,0.6367226465961889
69,0.6362122513040813,0.19038350675939217,0.6367226465961889
70,0.6362122513040813,0.19038350675939217,0.6367226465961889
71,0.6362122513040813,0.19038350675939217,0.6367226465961889
72,0.6362122513040813,0.19038350675939217,0.6367226465961889
73,0.6362122513040813,0.19038350675939217,0.6367226465961889
74,0.6362122513040813,0.19038350675939217,0.6367226465961889
75,0.6362122513040813,0.19038350675939217,0.6367226465961889
76,0.6362122513040813,0.19038350675939217,0.6367226465961889
77,0.6362122513040813,0.19038350675939217,0.6367226465961889
78,0.6362122513040813,0.19038350675939217,0.6367226465961889
79,0.6362122513040813,0.19038350675939217,0.6367226465961889
80,0.6362122513040813,0.19038350675939217,0.6367226465961889
81,0.6362122513040813,0.19038350675939217,0.6367226465961889
82,0.6362122513040813,0.19038350675939217,0.6367226465961889
83,0.6362122513040813,0.19038350675939217,0.6367226465961889
84,0.6362122513040813,0.19038350675939217,0.6367226465961889
85,0.7071032655772743,0.20553748576791755,0.5179589389923985
86,0.6362122513040813,0.19038350675939217,0.6367226465961889
87,0.6403592567590497,0.16430520244967706,0.6797944963966112
88,0.6362122513040813,0.19038350675939217,0.6367226465961889
89,0.6362122513040813,0.19038350675939217,0.6367226465961889
90,0.6362122513040813,0.19038350675939217,0.6367226465961889
91,0.6362122513040813,0.19038350675939217,0.6367226465961889
92,0.6362122513040813,0.19038350675939217,0.6367226465961889
93,0.6362122513040813,0.19038350675939217,0.6367226465961889
94,0.6362122513040813,0.19038350675939217,0.6367226465961889
95,0.6362122513040813,0.19038350675939217,0.6367226465961889
96,0.6362122513040813,0.19038350675939217,0.6367226465961889
97,0.6362122513040813,0.19038350675939217,0.6367226465961889
98,0.6362122513040813,0.19038350675939217,0.6367226465961889
99,0.6362122513040813,0.19038350675939217,0.6367226465961889
100,0.6362122513040813,0.19038350675939217,0.6367226465961889
101,0.6362122513040813,0.19038350675939217,0.6367226465961889
102,0.6362122513040813,0.19038350675939217,0.6367226465961889
103,0.6362122513040813,0.19038350675939217,0.6367226465961889
104,0.6362122513040813,0.19038350675939217,0.6367226465961889
105,0.6362122513040813,0.19038350675939217,0.6367226465961889
106,0.6362122513040813,0.19038350675939217,0.6367226465961889
107,0.6362122513040813,0.19038350675939217,0.6367226465961889
108,0.6362122513040813,0.19038350675939217,0.6367226465961889
109,0.6362122513040813,0.19038350675939217,0.6367226465961889
110,0.6362122513040813,0.19038350675939217,0.6367226465961889
111,0.6362122513040813,0.19038350675939217,0.6367226465961889
112,0.6362122513040813,0.19038350675939217,0.6367226465961889
113,0.6362122513040813,0.19038350675939217,0.6367226465961889
114,0.6362122513040813,0.19038350675939217,0.6367226465961889
115,0.6362122513040813,0.19038350675939217,0.6367226465961889
116,0.6362122513040813,0.19038350675939217,0.6367226465961889
117,0.6362122513040813,0.19038350675939217,0.6367226465961889
118,0.6362122513040813,0.19038350675939217,0.6367226465961889
119,0.6362122513040813,0.19038350675939217,0.6367226465961889
